entity_name,entity,id
musjid ,3724756,3638
poison bush ,11751765,4893
understatement ,6759063,36322
trawl ,1143713,36821
genus dacelo ,1828267,14553
gymnosporangium ,13065215,582
deal ,2246686,22203
deal ,2246456,27729
courtier ,9971839,37499
saronic gulf ,9424118,22450
pepperwort ,12957608,10071
push ,2245555,31494
beat ,1624897,30850
thyroid gland ,5330244,26988
transport ,1449974,8422
trade ,2244956,9619
print media ,6263609,9317
auctioneer ,2244773,15449
consequence ,7294019,15127
realize ,2244603,18299
palm off ,2244426,2739
deaccession ,2243967,21390
sell ,2242464,29735
temperature change ,13566212,21743
run ,2242256,21370
corn belt ,8543916,22480
swabbing ,252020,5921
blackmail ,2241767,38802
extort ,2241621,4220
ointment ,3128519,8046
wring ,2241107,33579
sediment ,9428967,36939
sphaeriales ,12963796,38325
cypress pine ,11633633,30684
pasadena ,9064594,14502
suggest ,875394,38573
rachycentridae ,2573918,9799
photographer ,10426749,1314
twitch ,1456771,27287
luvaridae ,2632239,17011
granadilla ,7753980,13457
skeletal structure ,5585665,4377
family carabidae ,2166986,26216
hutu ,9693100,40378
take on ,2236624,11499
nail ,5581693,28684
coordinate axis ,6008896,14397
comptroller of the currency ,8142801,11581
surface area ,5128519,40386
navy cross ,6707709,19712
reapportion ,2234551,20660
apportion ,2234087,30997
wait ,720063,35355
autobahn ,2758863,24074
reckoning ,5802185,34262
sneak ,2231328,34612
the three estates ,8167365,30793
hypericaceae ,12367122,18440
fall ,2230056,15781
return ,2229550,26840
termitidae ,2223009,20435
tachyglossidae ,1872094,8691
gunsight ,3470387,12538
strand ,2228355,16725
give up ,2227741,5461
noun ,6319293,33885
possess ,2204692,616
heleodytes ,1586170,31660
dado ,2226559,34851
caste ,8306194,8585
pfalz ,8775439,23117
hearing impairment ,14550797,16295
cleft ,13908201,7233
retire ,2225342,33141
inclusion ,13794034,12394
dump ,2225204,9078
weekend warrior ,10772580,32710
registrar ,10516874,17041
saqqarah ,8900047,12045
trash ,2223238,38663
jettison ,2223136,31198
implication ,5780885,36869
favour ,692143,21844
genus gazania ,11971094,19022
decapod ,1971094,6197
give it the deep six ,2222994,32945
hold tight ,1220303,25676
clutch ,3054901,15910
communicate ,1070102,13397
pump ,4021798,21332
ixia ,12417686,30437
half-hour ,15228162,18125
tittle-tattle ,7135080,17237
heloderma ,1692143,9016
tel aviv-yalo ,8797840,40613
transfer ,2220461,38687
sponsor ,2219940,23206
superheterodyne receiver ,3516996,28482
improvize ,1728840,17806
idealism ,5152696,14108
tracheophyta ,11534434,3216
canton ,2469596,18375
prehistory ,15254550,21695
logicalness ,4784664,26452
back ,2217695,15924
latrine ,3646809,1952
transportation ,207761,25224
enjoin ,796839,18042
subsidize ,2217011,11536
rigidify ,418408,39811
stone ,14699752,18069
polymerize ,266586,5799
annex ,2215355,23572
withhold ,2215001,38417
tactical warning ,7225857,18558
uptake ,838098,10086
centre of mass ,8522872,27391
rimactane ,4090064,1578
genus erythronium ,12450099,5460
negroid ,9636339,25746
reserve ,2214485,27645
puttyroot ,12045514,36245
luck into ,2212646,27200
psoralea esculenta ,12564613,40168
sashay ,311809,11469
sulfisoxazole ,4353016,4236
ursidae ,2131418,326
axone ,5468849,32210
yawp ,1046480,11474
rightness ,4802198,8133
salmonberry ,12657294,17240
rent out ,2209499,10057
railway ,4048075,28157
explode ,1055661,31112
rent ,2208903,8683
take ,2208537,22247
sediment ,1988755,24428
mustard ,11878283,30358
purchase ,2207206,38206
treponemataceae ,1382273,40519
absorb ,1539633,9703
embodiment ,933000,35456
renounce ,2227487,33156
strike ,635904,34356
steer ,2403231,20343
monopolize ,2204242,8949
keep ,2202928,34292
tip ,2202133,10396
susquehanna river ,9452017,9208
benefice ,2201521,28254
endow ,2201268,818
culminate ,485609,19238
tagger ,10688975,16034
terrorist organization ,8392137,10453
development ,8549070,11919
housebreaking ,785263,4388
give ,2200498,38768
spit up ,2200341,33598
desert ,8505573,12540
give ,2199590,12150
generality ,4764412,14484
genus capros ,1453330,21650
glottal stop ,7117595,40275
mantle ,2085320,12952
sisyphus ,9498697,40428
roll ,2198014,17557
overlap ,3641706,26865
change taste ,2196948,40195
sour ,2196690,30458
auspex ,9823287,30592
pepper ,2196081,9629
trouble ,7289014,122
diet ,7560903,35150
sugar ,2195951,24455
family discoglossidae ,1647803,27775
direct mail ,6266296,2225
sweeten ,2195470,22419
revolt ,2194913,32062
colony ,9048460,24412
taste ,2194495,25395
republic of ireland ,8888676,16965
clerking ,619230,39202
genus cichorium ,11952900,9374
intermix ,1462468,23848
tell apart ,2193194,32780
bbl ,13619920,12792
wiley post ,11243907,3170
zest ,2192570,28849
curry ,2192225,32874
imprint ,1531742,9256
twist ,7173959,29875
bull ,2272373,18337
soften ,2190632,10766
taste sensation ,5715283,31521
rear ,2539788,31229
omani monetary unit ,13697011,628
listen in ,2189714,33767
sign ,6811625,20696
phragmipedium ,12077505,16551
lense ,3656484,12011
excitement ,1260867,30568
photostat ,1736669,34996
ripple ,2187922,27562
unslaked lime ,14789885,19224
rumble ,2187320,28718
channelization ,1142519,24248
tuck ,1330822,39281
divergency ,1004072,38154
clink ,2186690,12186
tinkle ,2186506,25111
family adiantaceae ,13179216,5408
sputter ,2186360,25851
tick ,2185664,6300
chamber ,3003730,10732
shut-in ,10214230,10692
callisthenics ,627437,4848
tap ,2185373,40555
ploceidae ,1542567,40347
thud ,2184797,32763
thump ,2184610,21020
catechism ,6412771,29831
consonate ,2184163,16308
ulex ,12574727,39719
btu ,13726947,17369
tootle ,2183442,14121
waterproof ,4561734,23976
blast ,2182479,26013
commodore ,9945021,25408
toll ,2181973,18683
sink in ,1457954,23280
ring ,2181538,26734
peal ,2181402,1090
meatus ,5248553,12421
tarweed ,11973341,29261
public transport ,4019101,2415
string theory ,5891232,25023
separate ,1557774,34529
nuytsia floribunda ,12738599,29189
sound ,2180529,2406
shawwal ,15218551,803
gong ,2180152,34241
squelch ,2179279,28235
submarine ,1512921,35690
pink ,2178866,27606
epistle ,6442616,29344
rancher ,10506417,39313
gurgle ,2177976,16589
service ,568430,21860
sound ,2176268,5811
vibrate ,2175958,31642
genus actinia ,1914961,19249
genus delphinapterus ,2072665,23130
pufferfish ,2655020,19780
clangour ,2174461,24050
clangor ,2174115,32990
words ,7010821,25796
implement ,2408965,8789
splat ,2173513,31066
suction ,73584,16692
political theory ,6212839,34741
resound ,2172888,40357
fling ,105164,27541
jingle-jangle ,2172683,9293
leap year ,15202230,7647
whine ,2171664,22168
red brigades ,8041484,4320
petasites ,12002197,28167
hear ,2169702,31736
environmental condition ,14516501,13405
observe ,2169352,34198
self-worth ,4886881,35922
shah of iran ,10585496,6602
bull run ,9151800,2211
lead ,2555908,16525
quiver ,1879579,471
domestic dog ,2084071,17519
genus hoya ,13236726,4142
compendium ,6591442,34569
prudence ,5615500,24330
keep one's eyes skinned ,2167210,38345
kibitz ,1058995,29850
snow mist ,11509377,15245
overhang ,2713748,27120
nilo-saharan language ,6997697,29614
national guard ,8391387,37319
goggle ,2164531,7584
headway ,7372779,10721
ribbon ,6706676,22763
entomology ,6072275,34692
guyana ,8948346,21373
supervise ,2163301,662
future ,1732270,31591
dazzle ,2162434,14715
beacon ,2160433,29570
winkle ,2159890,15
disorientate ,2159741,21333
suggestion ,158996,5109
guide on ,2159427,20670
youth movement ,801277,10710
mask ,2158587,16883
vulcanization ,13573915,17902
take flight ,2075462,18249
obscure ,2157731,27407
produce ,2157100,34854
price reduction ,362103,40902
munch ,1201693,10880
comptrollership ,590806,27463
suborder microchiroptera ,2140970,7490
see ,2156225,23447
instantiate ,2155799,3196
instantiate ,2155493,32274
december ,15213774,8195
observe ,2154508,31044
superordinate ,10676018,9701
spy ,2154312,39864
wise up ,599613,29282
reform movement ,8473623,25977
almond extract ,7826544,7514
tod ,13719410,15814
kissing bug ,2244515,28030
thumb ,2153023,16334
sulphur ,516747,11050
slide ,4237924,38118
watch out ,2151966,10832
spectate ,2151700,6422
lucknow ,8904533,28955
watch ,2150510,2165
southerner ,10628222,7257
grunt ,2588286,8960
cover up ,2148369,27079
masquerade ,2147962,4639
semidarkness ,13984285,15691
simarouba ,12716166,40696
decency ,4900739,9571
riddle ,6785223,16951
natural resin ,14894481,14812
irridentist ,10217038,37176
service station ,4175859,19254
cover ,2147109,34274
hide out ,2145814,25457
obstruct ,2145543,31794
dialyzer ,3187751,29717
leisure time ,15137676,36773
sodbuster ,10078806,37696
shtik ,550545,6649
neurotoxin ,15036321,18637
hide ,2144835,2433
stamp ,2144644,39262
raise ,1974062,19082
express ,2144460,29762
look into ,789138,10843
unearth ,2143539,16437
wipe out ,1621219,16827
strong interaction ,11516819,20519
victoria land ,8678253,40069
schaffneria ,13183874,28097
cactus wren ,1586374,14030
screen ,2139883,34855
develop ,2138766,14603
volunteer ,10759151,15336
flash ,2138611,32832
toughie ,6785367,9588
ensemble ,8188235,13929
water pimpernel ,12096395,8811
bay ,2696048,16910
sorter ,10626867,35316
genus yucca ,12481806,9783
face ,2137907,6964
structure ,404222,32703
sound ,2135048,37320
seem ,2133435,14583
two-baser ,132756,34142
toilet ,4446276,18311
stare ,2132745,20401
set ,38849,4539
see ,2131279,1157
view ,2130300,25735
commendation ,6706125,17188
lay eyes on ,2130160,1720
stamen ,11675096,2180
see ,2129709,9722
transylvanian alps ,9460888,6323
see ,2129289,29249
piciform bird ,1838038,7730
patrick henry ,11040381,24257
discover ,2128066,27644
touch ,2127358,40887
deodourise ,2126863,35246
reserve ,8587174,571
somniloquy ,285387,19690
perfume ,2126382,2032
sniff out ,2125460,19890
nebula ,4682184,10138
smell ,2124748,3185
send word ,873682,34422
smell ,2124332,26421
frequent ,1066542,7756
twinge ,2123424,8417
shutdown ,229260,31618
striation ,4680465,35956
rearing ,4922113,35284
teach ,829107,9998
tingle ,2122983,5545
vi ,13744722,30228
throb ,2122665,22360
tanacetum ptarmiciflorum ,12023407,28774
burn ,2121048,19809
sting ,2120451,36875
air out ,2112891,17713
wobbler ,4596630,12250
state of eritrea ,8777544,6456
shuffle ,1917549,5290
socializer ,10619492,37171
discriminate ,2193765,24431
sea trout ,2599052,10937
thrill ,2117333,30435
cornell university ,3109350,21327
draw together ,1607072,16614
genus lansium ,12699157,28612
sensitize ,2115778,8615
stun ,2115430,5258
desensitize ,2114924,36798
clown ,9931165,4961
calk ,1358191,963
guano ,14892289,20187
o level ,14431169,16683
module ,5650329,21489
expose ,2113430,35920
hydraulic brakes ,3551084,10358
genus aepyceros ,2422561,11663
legal status ,13952601,28266
tingling ,5722868,9584
scots heather ,12233529,4318
subject ,2110927,9804
bouillon cube ,7810531,20267
soot ,1262470,39766
land agent ,10244913,34790
looseness of the bowels ,14371913,25968
otis ,2019044,23730
die ,2109818,21095
get ,2109645,18324
blouse ,2854926,32773
suffer ,2109190,20532
take ,2109045,18748
figure ,13741022,9383
quercus ,12268096,38579
computer user ,9951274,6122
fucker ,10114550,40618
receive ,2108026,20884
refresh ,164444,20513
true seal ,2079389,25907
translate ,2103925,18629
tobacco moth ,2290340,12858
versification ,7093489,40554
hoosgow ,3534695,3097
sapota ,7764315,28922
genus brya ,11748936,23670
blow ,2100632,1014
lesotho ,8958830,25558
auscultation ,876542,12645
bang ,2100176,6275
genus cadra ,2290521,16580
chariot ,3009111,38265
pimpinella anisum ,12943049,1630
smash up ,1566705,17579
crack ,2183024,16049
formicidae ,2219234,23466
ranker ,10506762,37755
throw ,2097341,26273
orchestra ,8248157,38530
sailfish ,2630281,25382
fasten ,1343892,33800
pulverization ,14997012,15898
genus stegosaurus ,1701697,5593
plating ,3963028,36519
house ,8163025,5581
khanate ,594070,34773
hop ,2095060,11159
trim ,1321002,37987
hop ,2094788,20638
nerve plexus ,5236848,30654
selenium ,14654175,29587
flap ,2093610,7038
unchain ,1288554,22371
picking ,13759558,36734
lace ,3631177,22989
spotted flycatcher ,1556182,770
luffa ,12167075,29251
step ,2091885,406
improvised explosive device ,3565565,10328
danger ,14540765,36555
success ,63652,23312
tread ,2091410,17744
crown ,3138856,288
call up ,7169353,15396
veering ,1263257,3645
step up ,2089174,23894
crawl ,1961974,10684
age ,249679,24870
hollow out ,1282545,22418
temper ,294884,32334
tapper ,10691600,34136
suck ,1169704,16278
transfer ,2088241,26620
fund ,2215506,37326
saveloy ,7678193,38084
issue ,7319909,7576
loading ,713952,17452
exhaustion ,7331210,34906
land ,2087156,10948
assessee ,9815076,20754
street ,4334599,8205
agglutination ,13428608,2265
friedan ,10982450,13747
gainsay ,869126,16983
exit ,58519,33280
expansion ,7172756,36492
propagate ,2085573,2516
build ,2443424,11582
collapse ,2083497,12162
take into account ,723545,36689
rave-up ,8479894,7276
social scientist ,10619642,39831
circuit ,2082527,31221
leave behind ,2081578,39981
spline ,4234455,14290
order crocodylia ,1696282,2721
tube ,2079525,37177
salem ,9099264,29356
tinkerer ,10712229,11086
horny frog ,1681940,19404
node ,3827107,28460
strike-slip fault ,9449127,35500
take ,2077656,28518
side ,4213626,25939
barrel ,1502540,22733
slip ,2076280,22618
refresher ,13322343,3583
judge's robe ,2669723,7427
steal away ,2076027,39759
turn tail ,2075049,17640
evade ,2074377,14144
run off ,2073714,30606
moodiness ,7552252,12752
break out ,2073233,21133
manifestation ,7323231,28490
fold up ,564695,29242
loquat tree ,12629666,40186
slip by ,2072849,19868
onion ,7722217,27937
spiderflower ,11866248,11172
leach ,2071837,25436
run out ,2071457,39254
tester ,10068234,19078
drip ,2071142,28180
adjustment ,13427078,19
well out ,2070466,1061
sharpness ,4992834,24757
pour ,2069551,28786
pour ,2069248,24290
procurator ,10479135,12121
inspectorship ,593613,24245
social status ,13947415,22177
totalizer ,2679257,10221
symphonize ,1727052,30460
flow ,2067689,19760
straggle ,2066304,19410
divert ,2064887,14762
find ,721437,23623
swoop ,2064358,12517
throng ,2064131,413
give ,341184,3956
holy sepulchre ,3527930,37729
order octopoda ,1969550,30351
catch ,1480469,17816
time to come ,15121625,11606
streetwalker ,10663315,25927
stoop ,2062632,15512
orchidaceous plant ,12041446,27437
chorea ,14094881,752
correlational statistics ,6031248,9915
shoot ,2061495,38525
shrink back ,2061366,13370
wince ,2061069,16134
penguin ,2055803,15638
run ,2060792,15143
spread out ,2060141,31428
coughing ,14359174,29995
trail ,2058756,2428
linger ,2058590,35102
bunk ,2831724,2686
stypsis ,5202034,8551
porridge ,7874780,19941
drive ,2057656,39098
set aside ,724150,25389
had crime ,769695,25589
speed ,2055975,39447
zip ,2055649,9446
parathelypteris ,13229747,36475
tear ,2055267,15552
phase angle ,15290132,35973
close ,2054382,38868
tanzimul fuqra ,8026539,16302
madden ,1787709,19229
wild spurge ,12919195,12956
agreeableness ,4640927,25706
chukaku-ha ,8018983,28444
run by ,2052226,15094
touch ,1770802,32351
cycle ,2051270,14693
genesis ,6432376,9572
work ,2051031,27543
instrument ,2340543,1638
wild snapdragon ,12884260,9630
pass ,2049696,9477
spiral ,2049190,2407
genus desmodium ,12526380,22884
waitress ,10763620,26360
whirl ,2048051,5086
exile ,10071139,9648
impact ,7338552,17105
mollusk family ,1938850,16203
swivel ,2046572,5703
typify ,836236,10631
wheel around ,2046075,27118
rotate ,2045790,9422
hacker ,10154871,39762
wring ,1349130,5015
european nation ,8696931,16854
rotate ,2045043,18044
pass on ,2043190,19285
liquid body substance ,5397468,31569
citizen ,9923673,2878
sputter ,986897,27314
decline ,2039876,9497
leap ,560391,12306
foul ,770997,29646
gestalt psychology ,6141324,20531
list ,2038791,10314
tip ,2038357,8381
flower girl ,10097842,3089
cubism ,8466175,15418
snail ,1382917,23762
ascend ,2037472,22249
slope ,2037090,38567
quarter-hour ,15228267,30470
sleep out ,1177505,34934
genus canavalia ,12511046,22478
subdivision gnetophytina ,11596486,13809
typewrite ,1004692,35923
curve ,2034986,26198
zoysia ,12146311,28528
bargaining ,7149836,30591
curb ,1146039,27484
deflect ,2033805,23235
veer ,2033295,22258
bend ,2033137,27897
landline ,3639497,40931
converge ,2032634,33670
diverge ,2032415,16256
genus adenota ,2427958,25063
fungus family ,11590783,12457
foundation garment ,3387323,13644
pius ii ,11236852,34350
midway ,8614746,19807
break ,2030764,20047
katsuwonus ,2628856,18350
scatter ,2030424,918
confederate soldier ,9953775,2511
spread out ,2028994,14515
rectal reflex ,811221,10863
set ,1567275,23496
crowd together ,2027612,8182
surgical knife ,4364827,8834
ousting ,208797,12474
time of day ,15228378,33813
tribe ,7969695,6462
verse line ,6384708,11165
instigation ,7251619,11285
nagasaki ,8925957,8301
flock ,2025353,7512
flock ,2025009,19275
chylomicron ,14812359,16306
family cotingidae ,1550429,24730
make up one's mind ,697589,36587
convene ,2024508,38187
congregate ,2023600,2027
intersect ,2023396,23359
genus bessera ,12443547,11647
turn up ,1313923,36506
run aground ,2022359,6840
reach ,2022162,22464
culminate ,2021773,5257
thelypteris ,13227557,25556
top ,2021376,4798
peon ,10035809,30368
obtrude upon ,2019716,28057
planetoid ,9355623,13170
trespass ,2019574,9667
misread ,624801,34971
nonvolatile storage ,3829340,35618
enplane ,2018265,24562
walk in ,2017149,2452
move into ,2016523,30346
pass ,2050132,35897
progress ,249501,10440
get off ,2016062,10804
pergola ,2732827,7342
subclass actinopoda ,1390287,273
pull out ,2015168,30311
terabyte ,13629676,17565
sally out ,2015031,35803
blaze out ,2014863,2950
entric ,1367772,28182
roar off ,2014733,9123
explode ,306298,23201
taichung ,8731057,23569
yard ,4611154,27116
process ,5470189,27705
gum ,7599998,22202
wrinkle ,564857,30624
transfer ,2012344,7409
phlebotomize ,86077,26963
reminisce ,611055,10680
order ginkgoales ,11663813,2656
geniculate body ,5487423,33985
harmonization ,7027458,15564
kennedy interrnational ,9124399,1241
sandpiper ,2026059,841
derail ,2012043,118
jump ,2011865,31802
rhythmicity ,4991511,25682
tarry ,2011560,21342
idea ,5803379,29689
scram ,2010864,5826
vamoose ,2010698,24408
myotis ,2146526,23253
zigzag ,13887319,16069
pudding face ,5601662,32821
outscore ,1101103,3041
houttuynia ,13152592,720
turn out ,2634133,5676
reach ,2006834,34141
tinsel ,2325405,18811
pilot ,1933305,30745
spot ,4286128,35395
stretch out ,27705,7503
direct-grant school ,8278924,25766
gait ,286497,29137
soaking ,13557158,1454
trace ,2003601,5470
propagation ,6253518,10979
brahmin ,2404573,5997
polydactylus ,2611154,31448
shoo off ,2003480,12175
hatchet man ,10161867,23397
cultivation ,915722,23081
lager ,3629857,18744
turtlehead ,12881105,24082
turn back ,2002720,39045
credit ,13378518,29696
vengeance ,1235463,4330
fire ,2002410,40001
reassertion ,6732581,22271
throwaway ,10663137,33638
wilt disease ,14283178,17742
pursue ,2000868,9202
idiom ,7155661,2051
concession ,7216412,19335
take ,1999798,16928
lead ,1999423,12478
earthenware ,3262519,40342
follow ,1998432,7345
lag ,1997862,10604
vaporing ,7229747,20451
process ,1996735,16685
thrust ahead ,1996574,33421
waken ,18526,23222
limp ,1996402,31451
proceed ,1995549,23503
take out ,1995211,12396
perversion ,742474,36468
hydrastis ,11735325,4006
sphacelus ,11486708,33764
spondaize ,1703195,6029
sneak up ,1993212,4356
progress ,1992503,12763
statue ,4306847,34965
teetertotter ,1992375,36999
seesaw ,1992251,20936
trinket ,2787435,31278
zigzag ,1991744,26427
serranidae ,2565728,40810
class aves ,1502262,25527
graciousness ,4913568,7115
wuhan ,8729283,23146
mujtihad ,10337913,37114
power ,1181559,1653
send off ,1955127,29483
surface ,1990281,13799
sink ,1989873,26426
slump ,1989720,4621
esthetics ,6161223,37827
give way ,1989053,21431
slump ,1988886,34155
settle down ,1988458,22369
marshal ,1988325,2768
stenocarpus salignus ,12223160,20641
glycerolize ,1987781,18633
shasta ,9431569,23804
leg exercise ,629911,19568
sink ,1986869,13815
subside ,1986185,24954
sink ,1985923,12653
sium ,12944960,23051
vegetable sheep ,12006306,11631
swag ,1985524,18508
round arch ,4113765,8299
whiskers ,5261566,37000
genus cocos ,12587686,8940
guevina ,12216836,13344
two-winged insects ,2188699,33101
genus cantharellus ,13004160,17296
rear ,1982866,14158
boron ,14631871,39712
red bordeaux ,7895435,34690
straighten ,1982044,40422
retaking ,96969,24602
transistor ,4471632,1907
shoot down ,1981279,21375
self-flagellation ,1162257,5208
pullulation ,13544073,31948
conceive ,54285,4910
solicitation ,161044,18390
tour de force ,47018,1813
set down ,1979241,14696
scour ,455529,13516
climb down ,1978576,25951
personnel casualty ,7340725,17200
jaywalk ,1915253,17539
trace ,1582645,25934
wickedness ,4781349,10784
people ,7971141,13894
drop ,1977701,6291
viscountess astor ,10826717,18104
guar ,12520406,36246
plunge ,1977080,12426
wine bottle ,4591713,13743
trim ,1248782,10241
duck ,1976220,37945
pick up ,1976089,20088
chariot ,3009269,30798
dorsal root ,5365633,26623
release ,4073208,32762
raise ,1975587,39020
arrival ,48374,19352
pinnacle ,1975237,1846
outgrow ,1105097,34308
xyridales ,12605019,7335
fats domino ,10938640,19837
take down ,1973125,25540
break ,1972976,24653
market ,3461385,9312
tinting ,275151,38012
duck ,1846331,19112
dobsonfly ,2266050,7231
iwo jima ,1282022,8216
set ,1970646,16305
chandelle ,1970125,13183
uplift ,1969601,29769
quinacrine hydrochloride ,4034641,30078
mystical ,2863464,14066
urging ,7188385,14188
parachute ,1968275,31624
gauge ,5103283,16244
crash-dive ,1967923,39172
trust deed ,6546408,28068
nosedive ,1967634,15381
plunk ,1967373,26692
skip ,1966861,25186
roll down ,1966706,18384
macrocephalon ,1802033,1302
sempatch ,1294330,25218
whitethorn ,12627750,8318
spring ,1963942,35000
maquiladora ,3720665,29071
power-dive ,1963655,23465
theodore roosevelt ,11269697,24521
manager ,9931640,11905
reflux ,14336004,5177
livery ,1108753,31134
skin-dive ,1963130,32150
hang gliding ,303748,165
lime ,14702703,39411
cataloged procedure ,6583178,3714
dive ,1962671,40131
floyd bennett ,10845248,27059
voice ,7073208,16512
swearer ,10682501,7764
kamarupan ,6931891,6693
fin ,1961691,39029
crenellation ,911572,11410
dissolution ,13467916,26358
gallop ,1959927,5601
canter ,1959482,22402
homopterous insect ,2246011,11852
lucky dip ,508340,21587
ride horseback ,1958615,30958
roman ,9717047,6117
grain ,4950713,9786
bahreini ,9691858,18652
ground ,1406684,21068
successiveness ,5044822,27283
ride ,1955984,11532
soar ,1955808,23998
composition ,939452,18731
attentive ,163592,25497
harpooner ,10160913,7854
cheek ,963452,9302
transport ,1953810,14811
rebound ,528608,30600
stipulate ,1019472,26450
route ,1952750,37584
tide ,7402519,25577
chest ,5553288,9299
maguey ,12477583,884
freight ,1951276,19131
transport ,1950798,20800
railroad ,1950657,25828
seal off ,1126846,27525
bus ,1950128,5762
raft ,1949966,5348
condense ,366547,25484
yellow goatfish ,2600798,33567
grenada ,8946909,17185
subcontract ,2461063,5176
surfboard ,1948077,16641
talinum aurantiacum ,11862835,19645
paddle ,1947887,2317
enchantment ,5979454,19276
canoe ,1947543,36501
conductor ,3088707,13452
row ,1946996,22274
place ,8559508,28244
pierce ,1441100,22345
scud ,1946138,35135
jelly ,14925198,34189
mauritian ,9722530,7351
high status ,13948441,8419
steamer ,1944976,34143
boat ,1944692,16855
skyrocket ,1944086,30915
go up ,1943949,9207
commercial activity ,1095753,35163
impute ,726784,11388
sheep frog ,1653509,22214
muishond ,2443808,23893
racquet ,4039381,14136
seaplane ,1943153,8223
soar ,1942959,11737
phallus ,13040108,4138
mount athos ,8785132,8330
glide ,1942347,35037
epilation ,254597,32622
jet ,1942234,37443
test fly ,1942137,1966
fly contact ,1941838,34007
class chytridiomycetes ,12977565,27041
ranting ,7242912,3039
fly blind ,1941704,33646
paliurus ,13143626,25105
pauper ,10409011,36427
cry ,974786,22427
sea turtle ,1663401,32545
wing ,1940403,13647
baseball play ,564177,3210
adagio ,526259,7632
toboggan ,1940034,2651
yelling ,7123552,36876
relative-in-law ,10207169,1875
roneograph ,3767459,955
tannoy ,4390873,15310
sleigh ,1939174,33084
critical ,651935,6921
order oedogoniales ,1411556,23693
genus arisarum ,11785100,12028
ski ,1938426,33544
serenade ,7053732,15283
abduction ,333037,5853
ice skate ,1937222,36828
skate ,1936753,15202
ordinariness ,4794751,40103
osteopetrosis ,14210119,13267
motorcycle ,1936048,18001
pedionomus ,2020450,14870
wheel ,1935476,35228
genus buckleya ,12735666,18033
channel ,1933900,17957
trace ,13773361,39444
beacon ,1933204,7932
conn ,1933093,16230
starboard ,1932951,7838
ruscus ,12462951,9372
gymnosperm genus ,11554175,35433
sliding keel ,2994012,7253
navigate ,1932704,40531
crab ,1932586,10030
eugene ,9133500,18391
tripleurospermum inodorum ,12028424,26167
wrap up ,484892,27514
soursop ,7761309,6562
debater ,9997404,37629
bear down upon ,1927992,7230
polluter ,10451858,5909
table turning ,7257393,35194
run ,1926311,37626
stray ,1925694,10303
swag ,1924882,4749
taste ,2192992,24337
troop ,1924505,1820
bourbon dynasty ,8154012,36616
remount ,1923630,24999
mountaineer ,1922895,40355
escalade ,1922576,16647
mount ,1921964,24101
placuna ,1962662,26767
blowback ,7408965,28144
ford ,1913849,30105
army officer ,9809749,38500
manacle ,1288201,28453
file in ,1920220,21406
persian gulf ,9390424,10402
incinerate ,378042,1888
promenade ,1919226,33252
sharpy ,10040945,18698
intermittent claudication ,14550195,40479
mosey ,1918183,33344
stroll ,1917980,22764
alter ,1667132,19094
monument ,3743902,34538
limp ,1917244,22361
suborder heteroptera ,2241184,22998
nipa ,7891613,12057
somnambulate ,1916960,23224
genus abies ,11620560,21336
transit ,1915365,23053
bridge ,1915131,36618
saussurea ,12010021,1902
globe artichoke ,7718747,26891
tramp ,1920698,13996
glare ,4952570,23948
infiltrate ,1913707,35767
pass through ,1913363,16462
plead ,1016316,19800
trunk ,3696065,27683
traverse ,1912159,24722
blow ,2068745,14120
walk around ,1910965,22295
startle ,1910373,3468
turn ,1909812,11248
genus columba ,1812471,15260
upend ,1909679,14221
turn over ,1909397,23046
micromeria ,12857024,6724
kitbag ,3619793,938
biogeny ,850260,26425
vaccinium ,12245472,30702
legal code ,6667792,9369
walk ,1906823,35941
leg it ,1906322,12838
fall back ,1904120,37877
ebb out ,1903935,11892
play ,1903385,39019
data converter ,3163798,33735
screwball ,9974496,314
anthropogeny ,13432647,34001
flowerbed ,3368352,20410
trip ,1900408,25185
fiduciary relation ,13838386,39075
reciprocating engine ,4062179,5819
jig ,1898032,5591
oppressor ,10379758,1162
thrash ,1897885,32317
filtration ,191980,26967
break ,7367548,34900
astrophysicist ,9819291,35494
vacuum flask ,4518132,27524
brutalization ,271879,13033
wardrobe ,4550184,32389
piemonte ,8809749,18523
turdus ,1557697,37695
plate ,3176386,39578
stringybark ,12335800,36316
mobilize ,270005,15766
country-dance ,1896295,11866
republic of chile ,8720481,35349
decree nisi ,6540702,17880
recklessness ,4661926,30630
stir ,1893988,32517
artificial respiration ,831919,20731
settler ,10583387,26733
ground ,3462747,23333
rooseveltian ,3037924,16678
mingle ,2739861,25665
skip ,1892734,31089
jounce ,1892608,21974
tageteste ,12020388,24958
esquire ,10064046,40306
rattle ,1890626,5064
deployment ,1143409,27777
reset ,947591,7872
genus cheilanthes ,13208468,37577
refrain ,7050177,19849
she-goat ,2416964,36649
crest ,2693168,7786
tremble ,1888511,31915
steal ,1888295,9864
sheikhdom ,8558770,7901
mesopotamia ,8916316,21277
wheel ,1887020,10382
scolytus ,2179714,12745
consecration ,1041111,39130
symmetry ,5064827,10323
weaken ,390215,22089
mistrust ,4895773,32053
creep ,1885845,23176
roil ,1885430,13948
wobble ,1884974,22021
tilt ,1884577,9988
jerk ,1884383,18294
genus adelges ,2254531,22356
shift ,1883344,6112
family cryptobranchidae ,1633047,36887
nonsense verse ,6608035,9637
punctuation mark ,6841365,26131
wander ,1881180,6062
flap ,1880888,4433
beat ,1880673,13830
